inex,id,text,label
295,675065047710892033,"mexican drug kingpin 'el chapo' reportedly threatens to destroy isis ""p*ssies."" URL URL",0
296,668144671772778497,"according to anonymous, the next isis target is a wwe event in atlanta. URL URL",0
297,604625816992002049,"the kissing islands, greenland. URL",0
304,627828211003469825,this is how people in china are riding escalators after a horrific accident URL URL,0
310,658259426172891136,4 legged chickens: fda confiscates several thousand chickens from kfc farms as mutations worsen URL,0
312,651959206287908868,"donald trump's capture, dead or alive, is reportedly worth $100 million to el chapo. URL URL",0
314,652882609219833856,.@realdonaldtrump: what's the secret of my popularity? my looks. i'm very handsome. URL URL,0
317,647464349611589632,"poll: @hillaryclinton trails @berniesanders in new hampshire, even without @vp in the race URL URL",0
325,666640008149925893,son of a syrian refugee URL URL,0
326,663515735231062016,michelle obama says ‘white folks’ are what’s wrong with america URL no michelle you are whats wrong with america,0
327,643139873264812032,and so it begins…isis flag among refugees in germany fighting the police [pictures] URL URL,0
329,656662726014599168,"the father of steve jobs, the ground-breaking founder of apple, was a refugee from syria URL URL",0
330,674229534888185856,who said it: donald trump or adolf hitler? URL URL,0
332,672432930426372096,ever wonder why the most mass shootings ever have happened under obama? URL via @rebootliberty URL,0
333,600451916414484480,nasa recently released imagery showing the deforestation of america …in just 34 years. URL,0
337,641088973717110784,#imachristianbut i wish chick-fil-a was open on sundays.,0
344,634665777400950784,translucent butterfly URL,0
345,674301413040758785,".@presssec: @realdonaldtrump muslim comment ""disqualifies"" him from presidency URL URL",0
346,613362193787129860,"the kissing islands, greenland. URL",0
353,655986243042459648,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",0
357,618449248179191808,girl killed in her sleep from wearing earbuds while iphone was charging - URL URL,0
360,662381914842603520,"rt @operation_kkk: official #opkkk #hoodsoff 2015 data release URL with love, anonymous . URL",0
367,612438528803213312,"after police arrested #dylannroof, they went and bought him burger king because he was hungry. #charlestonshooting URL",0
368,613425834301485056,police bought #dylannroof food from @burgerking after he was arrested for church shooting: URL URL,0
371,659428447459110912,"#opkkk: #anonymous to reveal identities of 1,000 ku klux klan members URL URL",0
372,672902686380003328,reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings),0
373,659439879701602304,fda confiscates several thousand chickens from kfc farms as mutations worsen URL URL,0
376,669201837187334144,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",0
389,658786161733734400,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",0
391,651402689352351744,"help the red cross provide food, water & cots for refugees across europe. URL   #aidrefugees URL",0
392,634943791934406657,marilyn monroe and james dean smoking in new york city URL,0
395,666810213274689537,but democrats say that syrian refugees are 3 year-old orphans. so why are they worried about them buying guns?,0
401,656629493377990656,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",0
403,675005503160901632,"after mass shootings, obama seeks to expand background checks for gun sales by executive order to bypass congress URL",0
404,638047610973089793,"obese woman arrested for starving her 7 kids: ""there was only enough food for me"" URL URL",0
408,648894687542034432,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",0
413,637868242560638980,woman stabs boyfriend for not liking instagram selfie fast enough URL URL,0
415,641430951403343872,translucent butterfly - beautiful! URL,0
416,635632641635667968,'great pacific garbage patch' researchers return with data URL URL,0
418,626897206717624320,did a real life 'fallen angel' just fall from the sky in london? ‼️‼️ 👉 URL 👈 URL,0
420,626516248206135296,this is how people in china are riding escalators after a horrific accident URL URL,0
421,676094756758364160,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",0
426,629209452793626624,a russian laboratory has invented a way to remove the black skin layer of black people URL,0
428,666497286663503872,remember: steve jobs' biological father was a syrian migrant. URL (photo: ap) URL,0
429,642432477185867776,the stickers on fruit are edible.,0
431,660466342038867969,calling #anonymous collective to fire at all #kkk & affiliated sources on nov 16. URL #opkkk #hoodsoff retweet/share,0
432,656202544331517952,"no, internet, cnn did not delete its poll showing bernie sanders won the democratic debate. URL URL",0
434,647193820812177408,alert: don't fall for this new facebook scam URL URL,0
437,656818921979310081,great scott! #backtothefuture 2 (almost) nailed its 2015 predictions. @hplabs makes theirs: URL URL,0
438,647168914955243520,"new cnn/wmur nh democratic poll: bernie sanders 46 hillary clinton 30 joe biden 14 martin o'malley 2 sept. 17-23, 314 d voters, +/-5.5%",0
439,661251968078221312,anonymous #opkkk the hoods come off begins with united states senators & mayors URL #hoodsoff URL,0
441,665361505303584774,"first load of 10,000 syrian refugees has arrived in new orleans, being resettled unbeknownst to locals #tcot URL",0
442,613294443878305796,cops who arrested dylann roof treated him to a burger king URL URL,0
443,676120162018451456,"months ago, rupert murdoch bought national geographic and fired most of writers. this just hit the stands. URL",0
444,665379967757324288,"today first load of obama's 10,000 syrian “refugees” has arrived in new orleans – all single males 18-30 years old URL",0
446,612741808125120513,this dad loved his family so much he got eye enlargement surgery so he could look at them more URL URL,0
448,613023744454475776,first black female gop @repmialove returning donations from alleged white supremacist URL URL,0
455,612841482823729152,breaking news campaign donations link top gop contenders to #dylannroof. #tedcruz returns $8k. URL URL,0
456,636925368927064064,actor james earl jones is not dead: URL URL,0
457,674015148382666752,"dearborn michigan, this morning. pro isis rally. spread the word, the fit is about to hit the shan here in the us. URL",0
458,656834590779289600,10 'back to the future' predictions that came true URL URL,0
459,681767380305985536,"sorry, mark zuckerberg is not giving $4.5 billion to 1,000 random facebook users URL URL",0
460,648310692794109952,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",0
474,676870737932742656,plumber suing car dealership for $1m after truck he traded in ends up in hands of isis: URL URL,0
480,640107106943766528,"10,000 refugees expected in austria today, per the red cross. about 20 percent are sick or injured. URL",0
483,640644123339431936,did you know that microsoft actually uses dog noses for thumbsticks on the gamecube controller? URL,0
484,661299012386095105,'hoods off': anonymous announces operation to name kkk members URL #opkkk,0
485,613061089518034944,cops rewarded dylann storm roof with burger king following his arrest for an act of domestic terrorism. URL,0
486,672424512516964352,".@johnrlottjr:""the number of ppl killed by mass shootings during obama’s tenure is 424 casualties…paris this year alone has 508 casualties.""",0
489,673611867181473792,"what? ""72 dhs employees found on terrorist watch list"" URL",0
490,673581371458199552,men from #pakistan security forces told reporters to stop probing #tashfeenmalik background or face arrest URL,0
491,668872645589471232,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",0
492,669613420665159680,farting does not burn 67 calories and is not a practical weight loss mechanism: URL URL,0
493,676718762830221312,texas plumber sues car dealership after his truck winds up in isis video: URL URL,0
494,613194145423826944,.@hillaryclinton not talking about ’92 clinton-gore confederate campaign button URL URL,0
497,665575674485211136,"first 10,000 syrian refugees arrive in new orleans noticed there are no women or children @realdonaldtrump #tcot URL",0
498,641191076716417025,"happy ""$15 minimum wage"" labor day from mcdonalds URL",0
501,633823543541768192,obese woman arrested for starving her 7 kids: “there was only enough food for me” URL URL,0
508,672828403016429568,obama plans executive action on gun control; white house admits it will not prevent mass shootings URL,0
509,604642913188872192,florida man sips bud light as he walks down street in only shirt and shoes; says he lost pants and underwear at beach URL,0
511,626739062792032256,this is how people in china are riding escalators after a horrific accident URL URL,0
512,663722803489808384,people are enraged that starbucks' red cups aren't christmas-y enough URL URL,0
514,661120256732041216,breaking news here oooof #hoodsoff #opkkk #anonops #anonymous #anonfamily #kkk #racism URL,0
515,634404792241143809,new seaworld show just elephant drowning in large tank of water with no explanation URL URL,0
517,665364878287224834,"ironic timing – today first load of 10,000 syrian “refugees” has arrived in new orleans –… URL URL",0
518,642027433693171712,".@berniesanders says @realdonaldtrump is ""using racism as a way to attract votes"" #bernieoncnn URL URL",0
519,626901072209121282,everyone mad at bruce for his sex change but no one gave ashit about that nerd minkus changing into chanel west coast URL,0
522,663904307113275392,"donald trump defends christmas, says ""maybe we should boycott starbucks"" over new red cups: URL URL",0
528,673346166822694914,do these look like the faces of a homeless couple caught living in a walmart attic for over 2 years? URL,0
531,672488384695279616,reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings),0
532,642145732435292160,poll: @hillaryclinton's lead over @berniesanders shrinks as her edge over gop vanishes URL URL,0
536,643225207705075716,isis flag among refugees in germany fighting the police .. URL #norefugees #rebootliberty URL,0
537,654351281260113920,today @cnn removed a debate poll where over 80% were for @berniesanders #demdebate #clintonnewsnetwork URL,0
539,661102820976930816,"►#anonymous operation #kkk ►ku klux klan, we never stopped watching you URL #opkkk #hoodsoff URL",0
544,645356735545364480,dna confirms hakeem from ‘empire’ is jay-z's biological son [read details👇👇👇👇👇🏾👇🏿 URL URL,0
547,655080266784968705,poll: @hillaryclinton pulls even with @berniesanders in new hampshire after debate URL URL,0
549,658462819667615744,"the father of steve jobs, the founder of apple, was a refugee from syria URL URL",0
573,654343805081157633,hey @cnnpolitics @cnn where did this poll go? apparantly a lot of people like @berniesanders. you should report that URL,0
576,613114185505996802,"gop candidates, lawmakers return donations made by leader of racist group cited in dylann roof's manifesto: URL",0
582,672180526946656256,"obama: ""we have a pattern now of mass shootings in this country that has no parallel anywhere else in the world"" URL",0
586,623818627054206977,nasa confirms earth will experience 15 days of complete darkness in november 2015 URL,0
590,667465205258051584,remember the man who killed four marines in chattanooga? he was a refugee. URL,0
593,647169726158925824,"poll: @hillaryclinton trails @berniesanders in new hampshire, even without @vp in the race URL URL",0
596,631388553801564160,did a real life 'fallen angel' just fall from the sky in london? URL,0
597,656811196218286080,10 'back to the future' predictions that came true URL URL,0
