level_0,index,id,text,time,labels
3670,1698,524978999534317568,Our thoughts are with all those affected by today 's events in Ottawa .,2014-10-22 17:42:01,0
4746,2774,524979070288019456,"Prayers for those in Ottawa , hope all is resolved soon ...",2014-10-22 17:42:18,0
2215,243,524979089787330560,#OttawaShooting is NOT Canada 's 9/11 . Let the damn officials figure out what 's going on before the American media starts fear-mongering .,2014-10-22 17:42:23,0
281,281,524979133366165504,Tonight 's game between Maple Leafs & Senators has been postponed after shootings in Ottawa this morning . » HTTPURL,2014-10-22 17:42:33,1
5204,3232,524979152944779265,"To everyone in Ottawa , please stay safe . #PrayForOttawa from #Indonesia",2014-10-22 17:42:38,0
4898,2926,524979179235069952,Remembrance Day ceremony in Ottawa is emotional every year . Ca n't imagine what it will be like this year . The entire country may be there .,2014-10-22 17:42:44,0
3663,1691,524979184297590784,#RCMP asking for assistance if you have any photos or videos from #ottawa shooting please send to : NatDiv_Media_DivNat@rcmp-grc.gc.ca,2014-10-22 17:42:45,0
4268,2296,524979279701241856,My thoughts are with our good friends & neighborsto the north :maple_leaf: :pensive_face: #WeLoveYouCanada #OttawaShooting,2014-10-22 17:43:08,0
4627,2655,524979548195024898,Surreal photos out of Ottawa : This is a VIP being escorted on Sparks Street HTTPURL HTTPURL,2014-10-22 17:44:12,0
199,199,524979668282519552,Ottawa hospital confirms it 's treating 3 #OttawaShooting victims - 2 in stable conditionhttp :/ / t.co/IbLAWEjEeD HTTPURL,2014-10-22 17:44:41,1
5319,3347,524979702940045313,I 've left the Hill . Want to say I 'm really impressed by way Ottawa Police and RCMP handled this miserable business .,2014-10-22 17:44:49,0
4933,2961,524979756371288064,Parliament Hill attack : Ottawa residents captures images of chaos amidst lockdown HTTPURL HTTPURL,2014-10-22 17:45:02,0
5461,3489,524979881525137409,Image from @USER shows police running to search buildings in downtown Ottawa . HTTPURL,2014-10-22 17:45:32,0
4135,2163,524979925343014912,The TTC says it has “ implemented heightened security across the entire transit system ” in light of the shootings in Ottawa .,2014-10-22 17:45:42,0
353,353,524979946218061824,Leafs-Sens game postponed after shootings on Parliament Hill HTTPURL,2014-10-22 17:45:47,1
3049,1077,524980166289002496,Be safe Ottawa ! Praying for everyone involved today .,2014-10-22 17:46:39,0
408,408,524980219749597185,Harper cancels Malala citizenship event in wake of Ottawa shootings HTTPURL #OttawaShooting HTTPURL,2014-10-22 17:46:52,1
3359,1387,524980402495430656,My thoughts go to those impacted by today 's senseless attacks in Ottawa . #ProudlyCanadian #ProudlyFree #WeStandOnGuardForThee,2014-10-22 17:47:36,0
3004,1032,524980483479076864,"Harden , Howard again named best at position in 2014-15 NBA GM Survey . Story : HTTPURL HTTPURL",2014-10-22 17:47:55,0
1099,1099,524980504324358144,"Terror in #Canada & #Israel today . A soldier murdered in Ottawa , a baby murdered in Jerusalem . Extremist terror is scourge of modern world",2014-10-22 17:48:00,1
865,865,524980579956449281,UPDATE : A lockdown at the Rideau Centre in Ottawa has been lifted .,2014-10-22 17:48:18,1
550,550,524980744658382848,"#RCMP to hold news conference on #Ottawa shootings at 2 pm ET , 11 am PT . Watch live coverage @USER HTTPURL",2014-10-22 17:48:57,1
2822,850,524980775741956097,Chief of Defence Staff MT @USER : Surreal photos out of Ottawa : VIP escorted on Sparks St HTTPURL HTTPURL,2014-10-22 17:49:05,0
685,685,524981223291383809,Ottawa Hospital confirms it has received 3 patients . 2 are in stable condition . Live blog : HTTPURL,2014-10-22 17:50:51,1
4603,2631,524981427260366848,Our thoughts and prayers are with the city of Ottawa and all those affected by today 's events .,2014-10-22 17:51:40,0
1261,1261,524981436252950528,Canadian authorities have given name of suspect in Ottawa attacks to U . S . feds ; ask for FBI assistance : Sr U . S . law enforcement official,2014-10-22 17:51:42,1
3453,1481,524981463033581568,Shooting incidents in Ottawa today : ongoing investigation HTTPURL,2014-10-22 17:51:49,0
112,112,524981513637888000,UPDATE : This morning 's shooting incidents occurred at the National War Memorial and on Parliament Hill . Not Rideau Centre . #ottnews,2014-10-22 17:52:01,1
453,453,524981557770350592,BREAKING : Ottawa police say they believe there is more than one shooter .,2014-10-22 17:52:11,1
3762,1790,524981565462704129,Ottawa Police Press Release HTTPURL,2014-10-22 17:52:13,0
1860,1860,524981689781870593,One shooting victim succumbed to injuries . He was a member of the Canadian Forces . Our thoughts and prayers are with him and his loved ones .,2014-10-22 17:52:43,1
3794,1822,524981890567385088,"American media : stop calling #OttawaShooting "" Canada 's 911 "" We do n't know who or why yet . Canadians prefer to spread facts , not fear #cdnpoli",2014-10-22 17:53:31,0
1175,1175,524981945131102211,"Prayers for #Ottawa , those directly affected , family of the soldier who died . God keep our land glorious and free . #WeStandOnGuardForThee",2014-10-22 17:53:44,1
1505,1505,524982066564567040,BREAKING : Ottawa Police confirm that a member of the Canadian Forces has succumbed to injuries in hospital following shooting ...,2014-10-22 17:54:13,1
253,253,524982531075371008,BREAKING NEWS : Ottawa police now confirm one suspect has been killed . 2 suspects remain at large .,2014-10-22 17:56:03,1
1328,1328,524982608716120065,""" Contrary to earlier reports no incident occurred near the Rideau Centre , "" Ottawa police say . #cbcOTT @USER",2014-10-22 17:56:22,1
636,636,524982699220803586,"#Ottawa police confirm fatal shooting of Canadian soldier at War Memorial , and shooting death of gunman in Parliament . No one in custody .",2014-10-22 17:56:43,1
2172,200,524982907052765184,""" Soldiers at the Cenotaph "" : editorial cartoon by Brian Gable #OttawaShooting HTTPURL",2014-10-22 17:57:33,0
5250,3278,524982954880413696,Media Advisory - Update on the current operation with respect to the shootings in the Ottawa downtown core HTTPURL,2014-10-22 17:57:44,0
574,574,524983050187579393,Ottawa police correct their info . No shooting at the Rideau shopping centre . Everything now points to one gunman in two locations .,2014-10-22 17:58:07,1
1408,1408,524983146266505216,Ottawa police confirm 1 male shooting suspect died ; no one in custody - @USER HTTPURL,2014-10-22 17:58:30,1
4446,2474,524983236712476672,CANADA WHAT THE FUCK YOU SUPPOSE TO BE NICE PEOPLE #OttawaShooting,2014-10-22 17:58:52,0
73,73,524983325275197440,#RCMP news conference on #Ottawa shootings expected to begin momentarily . Watch live @USER HTTPURL,2014-10-22 17:59:13,1
740,740,524983366261936130,"BREAKING : Police say soldier , 1 suspected gunman dead in Ottawa shootings .",2014-10-22 17:59:22,1
3209,1237,524983395026497536,Stay away from the downtown area while the operation continues . #ottnews #ottawa #ottcity,2014-10-22 17:59:29,0
1934,1934,524983403775799297,Tragedy mounts as soldier shot this AM dies of his wounds in an Ottawa Hospital . Deep sympathy to his family and friends . #shooting #ottawa,2014-10-22 17:59:31,1
1029,1029,524983581983375360,"Police now say there were two shooting incidents in Ottawa : one at the war memorial , the other on Parliament Hill . HTTPURL",2014-10-22 18:00:14,1
3653,1681,524983599851130880,"If you have pictures or video of the suspect , email them NatDiv_Media_DivNat@rcmp-grc.gc.ca #ottawa #ottcity #ottnews",2014-10-22 18:00:18,0
2783,811,524983828000276480,"Anyone with tips regarding the shooting incidents , or those looking to report suspicious activity , can call 613-236-1222 x5493 or call 9-1- 1",2014-10-22 18:01:12,0
4027,2055,524984209505812480,"New evidence , including autopsy report , supports Darren Wilson 's account of Ferguson shooting HTTPURL",2014-10-22 18:02:43,0
5633,3661,524984505376182272,Our Thoughts are with Ottawa today . #OhCanada HTTPURL,2014-10-22 18:03:54,0
1574,1574,524984773211860994,"Ottawa Police confirms 1 gunman dead , 1 soldier killed in #OttawaShooting HTTPURL HTTPURL",2014-10-22 18:04:58,1
3041,1069,524985046198157313,Stay safe Ottawa ... world is getting worse by the minute ... like seriously society needs to figure it out #PrayForOttawa,2014-10-22 18:06:03,0
5485,3513,524985092343889920,I 'm appalled by today 's attack in Ottawa . I offer my full support to @USER and the Canadian people as they deal with this incident .,2014-10-22 18:06:14,0
156,156,524985325190656000,White House : Obama awaiting chance to speak with Harper about Ottawa shooting HTTPURL HTTPURL,2014-10-22 18:07:09,1
4242,2270,524985689905967105,Our thoughts are with our friends in #Ottawa today at this difficult time . #StaySafeOttawa,2014-10-22 18:08:36,0
774,774,524985687704338432,Updated : The shooting incident in Ottawa had the appearance of a coordinated attack HTTPURL HTTPURL,2014-10-22 18:08:36,1
2896,924,524986210402705408,More than a half-dozen witnesses have provided testimony that supports officer 's account of Michael Brown shooting HTTPURL,2014-10-22 18:10:40,0
4522,2550,524986649315667968,Officer Wilson will not face any criminal charges in the #MichaelBrown shooting . He was defending himself . Be prepared people .,2014-10-22 18:12:25,0
2222,250,524986820850106370,Kudos to first responders working in Ottawa today . They are the real heroes . HTTPURL,2014-10-22 18:13:06,0
1019,1019,524987107081977856,""" I saw a long gun , I heard one shot "" - eye witness to #OttawaShooting at Canadian Parliament HTTPURL HTTPURL",2014-10-22 18:14:14,1
5560,3588,524987150413336576,#Ottawa in April 2013 you stood with us & called us #BostonStrong TODAY we stand with you - You are #OttawaStrong . #OttawaShooting,2014-10-22 18:14:25,0
53,53,524987184836005889,The RCMP and Ottawa police news conference is beginning now . Watch live : HTTPURL #cbcOTT #OTTnews,2014-10-22 18:14:33,1
2579,607,524987263835721728,Prayers to Ottawa . #PrayForOttawa HTTPURL,2014-10-22 18:14:52,0
653,653,524987432656453632,Police are holding a news conference to provide the latest on today 's incidents in Ottawa . Watch live now on CNNgo . HTTPURL,2014-10-22 18:15:32,1
1128,1128,524987851046658048,Police hold news conference on #OttawaShooting - follow our coverage here : HTTPURL,2014-10-22 18:17:12,1
34,34,524987990524047361,Ottawa police chief confirms that both gunman and soldier at war memorial are dead .,2014-10-22 18:17:45,1
2572,600,524988027425554432,The Players and Staff of the NHLPA have the City of Ottawa & Canadian Armed Forces personnel in our thoughts today .,2014-10-22 18:17:54,0
5738,3766,524988555178045440,"Please forward any tips , photos or videos to NatDiv_Media_DivNat@rcmp-grc.gc.ca #OttawaShooting c : @USER ^ JT",2014-10-22 18:20:00,0
1867,1867,524988712367955970,"MORE : Canadian soldier shot at war memorial has died ; one of three suspected gunmen also dead , police say : HTTPURL",2014-10-22 18:20:37,1
2668,696,524988783213547520,"Our thoughts are with those in Ottawa today . Stay safe , everyone .",2014-10-22 18:20:54,0
435,435,524989654995849216,"Police in #Ottawa call situation ' fluid , ' ' dynamic , ' ' unfolding . ' Confirm deaths of soldier , gunman . #cdnpoli",2014-10-22 18:24:22,1
3695,1723,524989886483673088,"Ottawa Mayor Jim Watson says "" it is a sad and tragic day for our city and our country . """,2014-10-22 18:25:17,0
621,621,524990163446140928,"Police have clarified that there were two shootings in Ottawa today , not three : at the War Memorial and Parliament Hill .",2014-10-22 18:26:23,1
785,785,524990180034609152,Sergeant-at-Arms of Canada 's parliament called a hero for shooting gunman who entered building HTTPURL HTTPURL,2014-10-22 18:26:27,1
2608,636,524990519777443840,"Mayor of Ottawa says it 's been a "" sad & tragic day "" for the city and for Canada HTTPURL",2014-10-22 18:27:48,0
67,67,524991067675189250,"UPDATE : Parliament Hill attack : Soldier dies of injuries , gunman shot dead HTTPURL #OttawaShooting HTTPURL",2014-10-22 18:29:59,1
5284,3312,524991119164473344,Terrible news out of Ottawa ... my thoughts are with you,2014-10-22 18:30:11,0
564,564,524991452527722496,RIP to the Canadian soldier killed today in #Ottawa . Thoughts and prayers with his family & friends . #Canada HTTPURL,2014-10-22 18:31:30,1
5015,3043,524991470416461824,"My thoughts & prayers are with the families of the victims of today 's shootings in Ottawa , as well as with all Members of Parliament & staff",2014-10-22 18:31:35,0
340,340,524991576163250176,MORE : Police believe three gunmen were involved in shootings in Ottawa this morning and are looking for two shooters . HTTPURL,2014-10-22 18:32:00,1
5708,3736,524991832451981312,"Canadian police say #OttawaShooting "" caught us by surprise "" HTTPURL HTTPURL",2014-10-22 18:33:01,0
950,950,524991844292521984,Ottawa Police wo n't say if there are still suspects at large ; say it is still an active operation - live video HTTPURL,2014-10-22 18:33:04,1
4379,2407,524992063553953792,Ottawa . Prayers up ! #CANADA,2014-10-22 18:33:56,0
3563,1591,524993009440403456,"I woke up today believing Ottawa was a safe place for my family . I 'll go to bed tonight thinking the same thing . Stay strong , stay calm .",2014-10-22 18:37:42,0
4087,2115,524993166651318273,Today is exhausting on everyone 's emotions - please know we are here for you 24/7 in #ottawa & surroundings areas 613-238-3311,2014-10-22 18:38:19,0
3989,2017,524993172271665153,My thoughts and prayers go out to Ottawa .,2014-10-22 18:38:20,0
5612,3640,524993523746373633,"Authorities refuse to say whether Parliament Hill gunman a Canadian citizen , or whether he was one of 90 people on terror surveillance list .",2014-10-22 18:39:44,0
1843,1843,524993533212897281,"FBI assisting in the case of the Ottawa shooting , sources have confirmed to CTV News",2014-10-22 18:39:46,1
3155,1183,524993612279336960,"Censorship : RCMP Asks Public Not to Post Photos , Videos of #OttawaShooting HTTPURL HTTPURL",2014-10-22 18:40:05,0
3454,1482,524994218964815873,#OttawaShooting situation is fluid and ongoing . Remain vigilant and aware . Tip line 613-236-1222 x5493 c : @USER ^ JT,2014-10-22 18:42:30,0
1674,1674,524994747883323392,I am so saddened by the death of a young man serving us and our great nation . God bless him #Ottawa #OttawaShooting,2014-10-22 18:44:36,1
1165,1165,524994809912504321,Thoughts & prayers go out to the soldier killed in Ottawa during the shooting & everyone affected in Ottawa . #PrayForOttawa #OttawaShooting,2014-10-22 18:44:51,1
3664,1692,524994965366382593,"Wilson claimed he "" radioed for assistance "" HTTPURL Discredited by dispatch transcripts : HTTPURL #Ferguson",2014-10-22 18:45:28,0
4689,2717,524995166953033729,A timeline of what unfolded during the attack in Ottawa HTTPURL #OttawaShooting HTTPURL,2014-10-22 18:46:16,0
2785,813,524995375468249088,This is a very important message to share with children today . #OttawaShooting HTTPURL,2014-10-22 18:47:06,0
2898,926,524995620088864768,"The #OttawaShooting suspect who was killed was dropped by a gun nut who trained constantly . You 're welcome , pansies .",2014-10-22 18:48:04,0
167,167,524995771587108864,This afternoon we 've lowered our flags to half mast in honour of the Canadian Reservist who lost his life in Ottawa . HTTPURL,2014-10-22 18:48:40,1
4999,3027,524995776578330624,Emergency responders escort VIPs out of a building near Parliament Hill following Ottawa shooting ( Photo : Barcroft ) HTTPURL,2014-10-22 18:48:41,0
4940,2968,524995812854489089,. @USER ' s first-hand account of the scene in Ottawa that will ' change this country forever ' HTTPURL HTTPURL,2014-10-22 18:48:50,0
4997,3025,524995942995746819,Our thoughts are with all those affected by today 's events in Ottawa .,2014-10-22 18:49:21,0
661,661,524996383120818176,Ottawa shooting : Kevin Vickers labelled ' hero ' after taking down gunman in Canadian Parliament HTTPURL HTTPURL,2014-10-22 18:51:06,1
4763,2791,524996756220956672,"In case the world is wondering , this is more what we 're used to seeing on Parliament Hill . #OttawaShooting HTTPURL",2014-10-22 18:52:35,0
3588,1616,524997030536830976,"Just to confirm again , the large power outages in Ottawa are n't related to today 's shootings : HTTPURL #cbcOTT #OTTnews",2014-10-22 18:53:40,0
3947,1975,524997921042071553,My thoughts and prayers are with the city of Ottawa .,2014-10-22 18:57:13,0
5308,3336,524998110268096513,Just received email message from @USER Chief Charles Bordeleau #ottshooting #OttawaShooting HTTPURL,2014-10-22 18:57:58,0
3164,1192,524998460848611328,Ok #CNNBreakingNews stop calling it Royal Canadian MOUNTAIN Police . #OttawaShooting #Heroes #KevinVickers,2014-10-22 18:59:21,0
5173,3201,524998881676107776,"When your girl comes to watch you ball , you start shooting crazy 3s . HTTPURL",2014-10-22 19:01:02,0
633,633,524998906799988736,Full White House statement on Obama 's call to #Ottawa HTTPURL,2014-10-22 19:01:08,1
2314,342,524999079127162880,My heart goes out to #Ottawa and all those who have had violence and sickness force it 's way into their lives . #LoveForCanada #LiveInLove,2014-10-22 19:01:49,0
1129,1129,524999488067633152,Statement from Hamilton Mayor Bob Bratina on death of soldier in #OttawaShooting HTTPURL,2014-10-22 19:03:26,1
5160,3188,525000220371734528,"Here are my thoughts as we face tragic events in Ottawa , our nation 's capital . HTTPURL",2014-10-22 19:06:21,0
2431,459,525000349648949250,The barricade of chairs MPs built to protect themselves from #OttawaShootings HTTPURL HTTPURL,2014-10-22 19:06:52,0
2639,667,525001708318240768,The RCMP are asking anyone with pictures or videos of today 's events in Ottawa to submit them at the following link : HTTPURL,2014-10-22 19:12:15,0
1950,1950,525001895631654912,Prime Minister Stephen Harper to address country tonight after fatal shooting at War Memorial and attack on Parliament : @USER #cdnpoli,2014-10-22 19:13:00,1
844,844,525002243100401664,US Army increases security at Tomb of the Unknown Soldier at Arlington Nat'l Cemetery as precaution due to Ottawa shootings - @USER,2014-10-22 19:14:23,1
1763,1763,525002842021445632,Condolences to the family of the fallen officer in #Ottawa He was a hero who bravely stood in defence of our country and our freedoms,2014-10-22 19:16:46,1
3746,1774,525003253185277952,"The violence of #OttawaShooting has left a city on edge . After the chaos , here 's what we know : HTTPURL HTTPURL",2014-10-22 19:18:24,0
1303,1303,525003468659228672,These are not timid colours ; soldiers back guarding Tomb of Unknown Soldier after today 's shooting #StandforCanada HTTPURL,2014-10-22 19:19:15,1
5724,3752,525005134624215041,Americans should watch Canadian coverage of #OttawaShooting ; you 'll quickly realize what a pathetic sh * tshow US politics & media have become,2014-10-22 19:25:52,0
4516,2544,525005137405018112,"UPDATED : Obama condemns Ottawa shootings as ' outrageous , ' offers to help with response HTTPURL",2014-10-22 19:25:53,0
1795,1795,525005886272843776,Kevin Vickers hailed as hero who took down attacker at Parliament Hill : HTTPURL #cbcOTT #OTTnews HTTPURL,2014-10-22 19:28:52,1
325,325,525006356731166720,"Ottawa shooting : Soldier dies of injuries , gunman shot dead HTTPURL HTTPURL",2014-10-22 19:30:44,1
4368,2396,525006847095615489,"Witnesses of today 's shooting incidents , call 613-236-1222 ext 5493 .",2014-10-22 19:32:41,0
3024,1052,525006853626159105,Justin Bieber playing hockey .. Nice move but he could n't even keep his balance while shooting ... HTTPURL,2014-10-22 19:32:42,0
5742,3770,525007169956347904,the @USER just sent an email to #muslim community leaders to call them if they feel unsafe or they 're at risk #ottawashooting,2014-10-22 19:33:58,0
4564,2592,525007337724325889,Things to remember . #OttawaShooting HTTPURL,2014-10-22 19:34:38,0
411,411,525007664544493569,My thoughts & prayers are with the family & friends of the soldier killed today in the line of duty in Ottawa . Our nation mourns your loss .,2014-10-22 19:35:56,1
2040,68,525007810871164929,"Statement on the shooting incident in Ottawa – elizabethmaymp.ca – October 22 , 2014 HTTPURL #GPC",2014-10-22 19:36:30,0
1153,1153,525008463819464704,"Meet Kevin Vickers , the hero who shot down the Parliament Hill gunman #OttawaShooting HTTPURL HTTPURL",2014-10-22 19:39:06,1
3903,1931,525008469385302017,Updated : The Ottawa attack heightened fears of Canada being a target for terrorists HTTPURL HTTPURL,2014-10-22 19:39:07,0
65,65,525008613392515073,A Canadian soldier who was standing on guard for thee is gone . Our thoughts are w everyone affected by the shootings in Ottawa #CanadaStrong,2014-10-22 19:39:42,1
3168,1196,525009541671702528,We are One . We are Strong . #ProudToBeACanadian #PrayForOttawa #OttawaShooting HTTPURL,2014-10-22 19:43:23,0
238,238,525009850104037376,#KevinVickers hailed as hero who took down attacker at Parliament Hill HTTPURL #OttawaShooting HTTPURL,2014-10-22 19:44:37,1
2159,187,525010084003213312,Actually amazing . RT @USER : Things to remember . #OttawaShooting HTTPURL,2014-10-22 19:45:32,0
1613,1613,525010245811466240,The University of Ottawa is no longer in lockdown . #cbcOTT #OTTnews,2014-10-22 19:46:11,1
536,536,525011494896148480,Kevin Vickers hailed as hero who took down attacker HTTPURL #OttawaShooting #cbcto HTTPURL,2014-10-22 19:51:09,1
5371,3399,525011747007377408,Images from the scene of the deadly shooting in Ottawa . HTTPURL HTTPURL,2014-10-22 19:52:09,0
2593,621,525012247249428482,American and Canadian outlets are covering the shooting in Ottawa very differently : HTTPURL,2014-10-22 19:54:08,0
4787,2815,525012561214058496,It 's important for all Canadians to be vigilant and report anything they think is suspicious to their local police . #Ottawashooting,2014-10-22 19:55:23,0
4622,2650,525012689568161792,A nice touch from #Penguins who host #Flyers tonight : Canadian National anthem will be performed pre-game in support of events in Ottawa .,2014-10-22 19:55:54,0
4186,2214,525012738280792065,We are continually assessing / monitoring situation to ensure we can do our jobs in keeping Canadians safe . #Ottawashooting,2014-10-22 19:56:05,0
5554,3582,525012912562536448,Very sad that someone died in Ottawa . Who has to die in a country to mobilize it for war ? Is this what it takes ? Is that where we are going ?,2014-10-22 19:56:47,0
1488,1488,525013278343581696,"JUST IN : U . S . officials tell CBS News the name of the dead Ottawa shooting suspect is Michael Zehaf-Bibeau , a Canadian born in 1982 .",2014-10-22 19:58:14,1
3513,1541,525015193425031168,Still huge security presence in #Ottawa as police search buildings - follow our coverage : HTTPURL HTTPURL,2014-10-22 20:05:51,0
3127,1155,525015836226895875,McMaster 's flags have been lowered in memory of today 's shooting victim in Ottawa . HTTPURL,2014-10-22 20:08:24,0
5454,3482,525016728091500545,Downtown #yxe . This man says he 's marching for #Ottawa . #ottawashooting #cbcyxe HTTPURL,2014-10-22 20:11:56,0
2289,317,525016983646244865,I am sharing this with you . Please feel free to post it on your status to show ur support for #Ottawa #OttawaStrong HTTPURL,2014-10-22 20:12:57,0
592,592,525017500061536258,"Gunman killed in Parliament attack named as Michael Zehaf-Bibeau , a Canadian born in 1982 , American media report claims . #cdnpoli #Ottawa",2014-10-22 20:15:01,1
4955,2983,525018288330272768,Our thoughts are with those in Ottawa and everyone affected by today 's events .,2014-10-22 20:18:08,0
3948,1976,525018717038854144,"CityNews airing 4 newscasts dedicated to #Ottawashooting . 5-7 pm , 8-9 pm & 11pm ETWATCH LIVE : HTTPURL HTTPURL",2014-10-22 20:19:51,0
220,220,525018799347875841,"#BREAKING : Reports that the dead shooting suspect is Michael Zehaf-Bibeau , born 1982 . He is reportedly Canadian-born . #OttawaShooting",2014-10-22 20:20:10,1
5514,3542,525019265888702464,"Israeli PM #Netanayahu calls PM Harper to extend condolences for #Ottawa shooting , express full support for Canada 's fight against terror .",2014-10-22 20:22:02,0
1987,15,525019469983531008,BREAKING : Obama : Canada shooting ' tragic ' - ' we 're all shaken by it ' ; no information on motive .,2014-10-22 20:22:50,0
669,669,525019752507658240,"#ISIS Media account posts picture claiming to be Michael Zehaf-Bibeau , dead #OttawaShooting suspect . #Canada HTTPURL",2014-10-22 20:23:58,1
2072,100,525019992337551360,"In his last three games , Kobe is averaging 26.7 points on 42 % shooting , 4.3 rebounds and 3.7 assists in 31.3 minutes . #MathIsFun",2014-10-22 20:24:55,0
1358,1358,525020326816927744,#Breaking : Soldier killed at war memorial identified as Cpl . Nathan Cirillo #ottawashooting HTTPURL HTTPURL,2014-10-22 20:26:14,1
1588,1588,525020620636307456,"RT @USER : #ISIS Media account posts picture claiming to be Michael Zehaf-Bibeau , dead #OttawaShooting suspect HTTPURL",2014-10-22 20:27:25,1
5276,3304,525020733622464512,"At least 2 shot , 1 fatally , in #Houston hospital shooting , reports say HTTPURL",2014-10-22 20:27:51,0
3187,1215,525020980037816320,"Penguins will also have the Canadian National Anthem before tonight 's game . A thoughtful gesture by the Pens . Sing loud , Pittsburgh #Ottawa",2014-10-22 20:28:50,0
4557,2585,525021050627973120,Thoughts and prayers with everybody in Ottawa . Stay safe . #OttawaStrong #CanadaStrong,2014-10-22 20:29:07,0
612,612,525021083892994049,Rest in peace Cpl . Nathan Cirillo via @USER #ottawashooting HTTPURL HTTPURL,2014-10-22 20:29:15,1
4495,2523,525021103559696384,PM Netanyahu spoke with Canadian PM Harper and conveyed the condolences of the Israeli people in wake of the terrorist attack in Ottawa .,2014-10-22 20:29:20,0
1770,1770,525021132022628353,The important name right now is Cpl . Nathan Cirillo . #ottawa,2014-10-22 20:29:26,1
1325,1325,525021358879936512,Rest In Peace Cpl . Nathan Cirillo . #Ottawa #OttawaShooting HTTPURL,2014-10-22 20:30:21,1
348,348,525021697003782145,RIP Cpl . #NathanCirillo :rose: :maple_leaf: :rose: Your service never forgottenPrayers for his family :folded_hands: :sleepy_face: #CanadianForces #OttawaShooting HTTPURL,2014-10-22 20:31:41,1
1524,1524,525022663102963712,#HamOnt reservist Nathan Cirillo was on duty in Ottawa today when he was fatally shot . HTTPURL,2014-10-22 20:35:32,1
219,219,525022700923019264,"Soldier shot dead in #Ottawa today is Cpl . Nathan Cirillo . Reservist was based in #Hamilton , Ont .",2014-10-22 20:35:41,1
4138,2166,525022821534429185,"CNN commentator already blaming our "" lax "" immigration policies for Parliament Hill shooting . Gimme a break .",2014-10-22 20:36:09,0
36,36,525023025792835585,#RIPNathanCirilloRT @USER : Soldier killed at war memorial identified as Cpl . Nathan Cirillo #OttawaShooting HTTPURL,2014-10-22 20:36:58,1
351,351,525023057526947840,Canadian soldier fatally shot identified as Nathan Cirillo . #OttawaShooting #HamOnt #RIP HTTPURL,2014-10-22 20:37:06,1
1653,1653,525023610243928064,ISIS Media account posts picture claiming to be Michael Zehaf-Bibeau suspected shooter in #Ottawa HTTPURL,2014-10-22 20:39:17,1
939,939,525023642007371776,Soldier killed at war memorial identified as Nathan Cirillo #HamOnt #OttawaShooting #cndpoli HTTPURL HTTPURL,2014-10-22 20:39:25,1
1834,1834,525023858831523841,"Cpl . Nathan #Cirillo , the soldier shot dead today in #Ottawa . RIP sir and thank you for your service . #OttawaShooting HTTPURL",2014-10-22 20:40:17,1
450,450,525023912221212672,BREAKING : Canada police investigating Michael Zehaf-Bibeau as possible suspect in Ottawa shooting : source familiar with matter,2014-10-22 20:40:29,1
1441,1441,525024066152169473,"Corporal Nathan Cirillo , shot dead at #Ottawa War Memorial today , was 24 . Reservist was member of Argyll and Sutherland Highlanders #cdnpoli",2014-10-22 20:41:06,1
970,970,525024181218725888,"Cpl . Nathan Cirillo , 24 , identified as the soldier who was shot , killed at the War Memorial today . #cbcOTT #OTTnews HTTPURL",2014-10-22 20:41:33,1
667,667,525024518713397249,Twenty-four-year-old Cpl . Nathan Cirillo was shot dead today at the War Memorial in #Ottawa . #cdnpoli #OttawaShooting HTTPURL,2014-10-22 20:42:54,1
5505,3533,525025114111635456,Message from Toronto Police to Imams and Mosques in wake of #OttawaShootings : HTTPURL,2014-10-22 20:45:16,0
1528,1528,525025279803424768,The soldier shot dead in Wednesday 's Ottawa attacks has been named as Cpl . Nathan Cirillo of #HamOnt #ottawashooting HTTPURL,2014-10-22 20:45:55,1
1263,1263,525025329916948481,"#BREAKING : Soldier shot dead in Ottawa attack identified as Hamilton , Ontario-based reservist Cpl . Nathan Cirillo . #OttawaShooting",2014-10-22 20:46:07,1
4,4,525025463648137216,BREAKING : A source confirms to CP24 that the deceased soldier in Ottawa is Cpl . Nathan Cirillo . Cirillo was a member of the Hamilton Argylls,2014-10-22 20:46:39,1
37,37,525025552634494976,Sergeant-at-arms Kevin Vickers who reportedly shot suspect hailed as hero HTTPURL #ottawashooting HTTPURL,2014-10-22 20:47:00,1
640,640,525025695425380352,"Hamilton Argylls soldier , Nathan Cirillo , on the right in this picture , dies in Ottawa attack HTTPURL HTTPURL",2014-10-22 20:47:34,1
1368,1368,525025806079504385,"#ISIS Media account posts pic claiming to be Michael Zehaf-Bibeau , dead #OttawaShooting terrorist HTTPURL via @USER",2014-10-22 20:48:01,1
2631,659,525026031833718785,Pittsburgh Penguins announce they 'll play the Canadian national anthem before tonight 's game against Philadelphia . #ottawashooting,2014-10-22 20:48:55,0
5025,3053,525026066944262144,"Anyone with photos or videos from today 's shootings , send to @USER at this link HTTPURL #ottawa",2014-10-22 20:49:03,0
841,841,525026219100995584,Soldier killed at war memorial identified as Cpl . Nathan Cirillo #ottawashooting HTTPURL HTTPURL,2014-10-22 20:49:39,1
1283,1283,525026592788348929,Ottawa shooting suspect named as Michael Zehaf-Bibeau – 2 U . S . sources tell ABC News .,2014-10-22 20:51:08,1
1750,1750,525026715123601408,"Cpl . Nathan Cirillo identified as soldier shot , killed in Ottawa today , aunt says - @USER HTTPURL",2014-10-22 20:51:38,1
